Nome do Produto,Categoria do Produto,Preço do Produto (R$),Filial,Quantidade em Estoque,Data da Venda
Delineador líquido,Eletrônicos,35.16,Filial 10,21,Indisponível
Batom matte,Eletrônicos,50.14,Filial 9,15,Indisponível
Batom líquido,Eletrodomésticos,54.96,Filial 1,86,Indisponível
Corretivo,Alimentos,42.7,Filial 6,40,Indisponível
Lápis de sobrancelha,Eletrônicos,25.27,Filial 6,54,Indisponível
Sombra de olhos,Eletrodomésticos,63.91,Filial 9,18,Indisponível
Batom matte,Eletrodomésticos,83.44,Filial 2,12,Indisponível
Batom matte,Eletrodomésticos,45.85,Filial 1,65,Indisponível
Máscara de cílios,Roupas,3.35,Filial 8,54,Indisponível
Batom líquido,Alimentos,19.24,Filial 3,6,Indisponível
Corretivo,Eletrodomésticos,9.39,Filial 10,32,Indisponível
Delineador líquido,Eletrodomésticos,98.71,Filial 2,29,Indisponível
Corretivo,Eletrodomésticos,62.55,Filial 7,77,Indisponível
Base líquida,Roupas,75.03,Filial 5,48,Indisponível
Delineador líquido,Roupas,69.17,Filial 10,26,Indisponível
Pó compacto,Eletrônicos,12.59,Filial 6,61,Indisponível
Lápis de sobrancelha,Eletrodomésticos,22.72,Filial 6,27,Indisponível
Máscara de cílios,Eletrodomésticos,31.62,Filial 3,12,Indisponível
Sombra de olhos,Eletrodomésticos,91.17,Filial 6,10,Indisponível
Pó compacto,Roupas,53.38,Filial 9,18,Indisponível
Delineador líquido,Eletrodomésticos,49.04,Filial 6,28,Indisponível
Delineador líquido,Eletrodomésticos,88.62,Filial 2,89,Indisponível
Máscara de cílios,Eletrodomésticos,38.92,Filial 3,19,Indisponível
Pó compacto,Eletrônicos,98.65,Filial 10,36,Indisponível
Corretivo,Roupas,84.7,Filial 5,73,Indisponível
Lápis de sobrancelha,Alimentos,46.4,Filial 1,29,Indisponível
Corretivo,Eletrônicos,45.87,Filial 6,46,Indisponível
Corretivo,Roupas,4.08,Filial 9,17,Indisponível
Lápis de sobrancelha,Eletrônicos,26.79,Filial 2,72,Indisponível
Pó compacto,Eletrodomésticos,76.35,Filial 10,70,Indisponível
Batom líquido,Alimentos,34.26,Filial 10,70,Indisponível
Lápis de sobrancelha,Eletrônicos,79.47,Filial 7,46,Indisponível
Pó compacto,Eletrônicos,52.07,Filial 8,84,Indisponível
Máscara de cílios,Eletrônicos,58.91,Filial 4,54,Indisponível
Batom matte,Eletrodomésticos,84.62,Filial 8,1,Indisponível
Corretivo,Roupas,20.27,Filial 10,58,Indisponível
Corretivo,Roupas,85.27,Filial 7,4,Indisponível
Base líquida,Eletrodomésticos,95.26,Filial 3,81,Indisponível
Base líquida,Eletrônicos,69.2,Filial 9,5,Indisponível
Corretivo,Eletrodomésticos,76.73,Filial 4,51,Indisponível
Base líquida,Eletrodomésticos,87.25,Filial 2,42,Indisponível
Pó compacto,Eletrônicos,26.8,Filial 9,84,Indisponível
Sombra de olhos,Alimentos,58.26,Filial 6,96,Indisponível
Batom líquido,Roupas,64.42,Filial 5,63,Indisponível
Máscara de cílios,Roupas,41.44,Filial 2,86,Indisponível
Blush em pó,Alimentos,38.65,Filial 10,90,Indisponível
Lápis de sobrancelha,Roupas,38.5,Filial 3,31,Indisponível
Blush em pó,Alimentos,15.81,Filial 5,26,Indisponível
Lápis de sobrancelha,Alimentos,5.89,Filial 5,63,Indisponível
Delineador líquido,Alimentos,52.55,Filial 3,5,Indisponível
Batom matte,Eletrônicos,47.59,Filial 8,64,Indisponível
Pó compacto,Eletrodomésticos,77.84,Filial 2,80,Indisponível
Máscara de cílios,Eletrodomésticos,78.0,Filial 8,99,Indisponível
Blush em pó,Roupas,36.24,Filial 9,37,Indisponível
Base líquida,Roupas,88.6,Filial 8,58,Indisponível
Batom matte,Eletrônicos,15.56,Filial 6,30,Indisponível
Máscara de cílios,Roupas,3.49,Filial 2,18,Indisponível
Blush em pó,Eletrônicos,51.77,Filial 5,24,Indisponível
Máscara de cílios,Eletrodomésticos,39.65,Filial 7,59,Indisponível
Máscara de cílios,Alimentos,85.67,Filial 5,29,Indisponível
Base líquida,Alimentos,7.13,Filial 7,68,Indisponível
Corretivo,Eletrônicos,11.84,Filial 5,21,Indisponível
Máscara de cílios,Eletrônicos,90.28,Filial 5,94,Indisponível
Batom líquido,Roupas,73.18,Filial 2,34,Indisponível
Pó compacto,Eletrônicos,49.9,Filial 7,16,Indisponível
Delineador líquido,Eletrônicos,58.81,Filial 2,68,Indisponível
Lápis de sobrancelha,Alimentos,77.33,Filial 7,40,Indisponível
Sombra de olhos,Roupas,11.47,Filial 10,54,Indisponível
Base líquida,Eletrodomésticos,95.26,Filial 8,11,Indisponível
Pó compacto,Eletrônicos,55.23,Filial 8,46,Indisponível
Máscara de cílios,Eletrodomésticos,96.84,Filial 4,68,Indisponível
Delineador líquido,Roupas,42.05,Filial 1,77,Indisponível
Sombra de olhos,Alimentos,49.43,Filial 8,26,Indisponível
Base líquida,Alimentos,55.46,Filial 1,30,Indisponível
Blush em pó,Eletrodomésticos,9.55,Filial 5,41,Indisponível
Máscara de cílios,Alimentos,92.07,Filial 3,77,Indisponível
Blush em pó,Roupas,68.6,Filial 4,28,Indisponível
Batom líquido,Eletrônicos,58.46,Filial 5,59,Indisponível
Delineador líquido,Roupas,14.14,Filial 7,38,Indisponível
Base líquida,Eletrodomésticos,29.93,Filial 6,20,Indisponível
Máscara de cílios,Eletrodomésticos,99.06,Filial 9,38,Indisponível
Blush em pó,Eletrônicos,99.77,Filial 10,20,Indisponível
Lápis de sobrancelha,Eletrodomésticos,42.89,Filial 6,13,Indisponível
Lápis de sobrancelha,Alimentos,41.04,Filial 10,57,Indisponível
Blush em pó,Eletrônicos,80.04,Filial 8,82,Indisponível
Delineador líquido,Alimentos,67.19,Filial 1,66,Indisponível
Máscara de cílios,Eletrodomésticos,29.2,Filial 6,47,Indisponível
Blush em pó,Eletrodomésticos,3.68,Filial 5,23,Indisponível
Lápis de sobrancelha,Roupas,10.61,Filial 5,50,Indisponível
Blush em pó,Roupas,6.53,Filial 2,88,Indisponível
Máscara de cílios,Eletrodomésticos,17.15,Filial 3,98,Indisponível
Delineador líquido,Eletrônicos,50.67,Filial 6,57,Indisponível
Pó compacto,Eletrodomésticos,85.92,Filial 8,73,Indisponível
Máscara de cílios,Eletrônicos,80.82,Filial 9,96,Indisponível
Blush em pó,Roupas,78.83,Filial 9,37,Indisponível
Lápis de sobrancelha,Eletrodomésticos,31.0,Filial 3,4,Indisponível
Blush em pó,Eletrodomésticos,39.24,Filial 5,59,Indisponível
Sombra de olhos,Alimentos,81.1,Filial 10,38,Indisponível
Batom matte,Eletrodomésticos,30.19,Filial 2,12,Indisponível
Máscara de cílios,Alimentos,12.52,Filial 5,46,Indisponível
Sombra de olhos,Alimentos,32.42,Filial 8,19,Indisponível
Batom matte,Eletrodomésticos,60.51,Filial 4,93,Indisponível
Máscara de cílios,Alimentos,82.55,Filial 4,33,Indisponível
Máscara de cílios,Alimentos,68.61,Filial 5,40,Indisponível
Máscara de cílios,Eletrodomésticos,53.79,Filial 7,63,Indisponível
Batom líquido,Roupas,17.67,Filial 9,90,Indisponível
Sombra de olhos,Eletrônicos,81.78,Filial 5,46,Indisponível
Lápis de sobrancelha,Eletrônicos,1.65,Filial 4,19,Indisponível
Batom matte,Roupas,17.48,Filial 2,15,Indisponível
Batom líquido,Roupas,85.22,Filial 7,35,Indisponível
Corretivo,Alimentos,63.22,Filial 8,59,Indisponível
Máscara de cílios,Eletrônicos,78.66,Filial 1,2,Indisponível
Lápis de sobrancelha,Eletrônicos,25.38,Filial 5,74,Indisponível
Corretivo,Alimentos,13.72,Filial 5,35,Indisponível
Batom matte,Roupas,29.64,Filial 6,3,Indisponível
Delineador líquido,Eletrônicos,92.38,Filial 7,53,Indisponível
Batom matte,Alimentos,99.34,Filial 2,59,Indisponível
Batom líquido,Eletrônicos,44.32,Filial 3,29,Indisponível
Máscara de cílios,Eletrônicos,76.25,Filial 4,71,Indisponível
Lápis de sobrancelha,Roupas,87.95,Filial 6,1,Indisponível
Pó compacto,Eletrodomésticos,77.92,Filial 8,81,Indisponível
Delineador líquido,Eletrodomésticos,85.04,Filial 6,42,Indisponível
Blush em pó,Eletrônicos,18.28,Filial 10,99,Indisponível
Pó compacto,Eletrônicos,63.47,Filial 6,2,Indisponível
Batom líquido,Eletrônicos,92.48,Filial 9,38,Indisponível
Máscara de cílios,Alimentos,2.49,Filial 8,59,Indisponível
Pó compacto,Eletrônicos,92.35,Filial 4,64,Indisponível
Batom matte,Eletrônicos,48.17,Filial 2,34,Indisponível
Delineador líquido,Eletrodomésticos,32.33,Filial 6,43,Indisponível
Base líquida,Roupas,29.62,Filial 2,3,Indisponível
Pó compacto,Roupas,57.36,Filial 7,14,Indisponível
Batom matte,Roupas,35.71,Filial 4,83,Indisponível
Sombra de olhos,Roupas,82.51,Filial 4,73,Indisponível
Corretivo,Roupas,50.87,Filial 5,37,Indisponível
Corretivo,Eletrodomésticos,76.19,Filial 1,98,Indisponível
Lápis de sobrancelha,Alimentos,1.14,Filial 3,46,Indisponível
Batom matte,Eletrodomésticos,40.32,Filial 3,84,Indisponível
Sombra de olhos,Roupas,9.79,Filial 5,86,Indisponível
Pó compacto,Alimentos,45.21,Filial 8,43,Indisponível
Máscara de cílios,Eletrodomésticos,55.48,Filial 9,3,Indisponível
Sombra de olhos,Alimentos,1.88,Filial 9,31,Indisponível
Batom líquido,Alimentos,12.01,Filial 10,43,Indisponível
Blush em pó,Eletrônicos,10.23,Filial 1,62,Indisponível
Blush em pó,Eletrônicos,19.12,Filial 1,90,Indisponível
Lápis de sobrancelha,Eletrodomésticos,74.8,Filial 8,69,Indisponível
Corretivo,Eletrodomésticos,20.0,Filial 4,38,Indisponível
Corretivo,Eletrônicos,44.17,Filial 5,29,Indisponível
Corretivo,Roupas,40.94,Filial 6,68,Indisponível
Corretivo,Alimentos,22.56,Filial 10,9,Indisponível
Pó compacto,Eletrônicos,98.45,Filial 5,20,Indisponível
Blush em pó,Eletrônicos,10.77,Filial 3,78,Indisponível
Lápis de sobrancelha,Roupas,49.88,Filial 3,75,Indisponível
Base líquida,Roupas,68.92,Filial 8,86,Indisponível
Corretivo,Alimentos,45.51,Filial 1,69,Indisponível
Máscara de cílios,Eletrodomésticos,74.08,Filial 8,60,Indisponível
Batom matte,Eletrônicos,60.67,Filial 4,88,Indisponível
Batom matte,Eletrodomésticos,52.29,Filial 8,40,Indisponível
Blush em pó,Eletrônicos,13.96,Filial 8,46,Indisponível
Sombra de olhos,Alimentos,77.88,Filial 1,76,Indisponível
Base líquida,Eletrodomésticos,99.96,Filial 3,39,Indisponível
Sombra de olhos,Alimentos,38.45,Filial 3,17,Indisponível
Delineador líquido,Eletrônicos,1.21,Filial 6,35,Indisponível
Batom líquido,Roupas,53.36,Filial 9,5,Indisponível
Batom matte,Eletrodomésticos,88.24,Filial 3,68,Indisponível
Batom líquido,Roupas,44.97,Filial 9,59,Indisponível
Base líquida,Eletrônicos,71.06,Filial 9,13,Indisponível
Batom matte,Alimentos,69.13,Filial 7,73,Indisponível
Batom líquido,Alimentos,96.06,Filial 9,6,Indisponível
Lápis de sobrancelha,Eletrônicos,26.66,Filial 5,6,Indisponível
Pó compacto,Eletrodomésticos,61.86,Filial 7,37,Indisponível
Batom matte,Eletrodomésticos,74.64,Filial 1,14,Indisponível
Blush em pó,Roupas,3.04,Filial 5,96,Indisponível
Blush em pó,Eletrônicos,63.61,Filial 9,27,Indisponível
Sombra de olhos,Roupas,38.69,Filial 4,22,Indisponível
Batom matte,Eletrodomésticos,61.93,Filial 6,37,Indisponível
Batom líquido,Alimentos,46.42,Filial 5,14,Indisponível
Corretivo,Eletrodomésticos,81.52,Filial 4,22,Indisponível
Batom matte,Alimentos,54.9,Filial 5,56,Indisponível
Pó compacto,Eletrodomésticos,43.59,Filial 10,19,Indisponível
Batom matte,Eletrônicos,92.65,Filial 10,32,Indisponível
Blush em pó,Eletrodomésticos,61.9,Filial 4,53,Indisponível
Máscara de cílios,Eletrônicos,40.49,Filial 2,60,Indisponível
Base líquida,Roupas,38.1,Filial 2,24,Indisponível
Blush em pó,Eletrônicos,28.29,Filial 9,68,Indisponível
Corretivo,Alimentos,10.75,Filial 10,31,Indisponível
Base líquida,Eletrodomésticos,90.7,Filial 5,43,Indisponível
Pó compacto,Eletrodomésticos,99.34,Filial 3,81,Indisponível
Pó compacto,Roupas,69.43,Filial 2,50,Indisponível
Batom matte,Roupas,58.03,Filial 1,56,Indisponível
Máscara de cílios,Eletrônicos,14.75,Filial 7,24,Indisponível
Delineador líquido,Roupas,58.33,Filial 7,45,Indisponível
Blush em pó,Eletrodomésticos,64.83,Filial 10,97,Indisponível
Delineador líquido,Alimentos,42.42,Filial 3,91,Indisponível
Batom matte,Alimentos,81.97,Filial 7,94,Indisponível
Batom matte,Roupas,86.66,Filial 5,28,Indisponível
Delineador líquido,Alimentos,79.66,Filial 5,9,Indisponível
Sombra de olhos,Eletrônicos,24.35,Filial 3,30,Indisponível
Batom matte,Alimentos,8.29,Filial 4,23,Indisponível
Lápis de sobrancelha,Eletrodomésticos,42.03,Filial 4,4,Indisponível
Delineador líquido,Eletrônicos,49.41,Filial 10,89,Indisponível
Blush em pó,Alimentos,94.72,Filial 3,97,Indisponível
Blush em pó,Alimentos,43.0,Filial 7,67,Indisponível
Base líquida,Eletrônicos,66.27,Filial 5,19,Indisponível
Batom matte,Eletrônicos,25.9,Filial 9,56,Indisponível
Corretivo,Eletrodomésticos,60.08,Filial 4,8,Indisponível
Lápis de sobrancelha,Eletrodomésticos,52.17,Filial 1,36,Indisponível
Sombra de olhos,Alimentos,16.67,Filial 8,5,Indisponível
Corretivo,Alimentos,30.27,Filial 5,10,Indisponível
Base líquida,Eletrodomésticos,16.56,Filial 3,50,Indisponível
Pó compacto,Alimentos,22.3,Filial 6,68,Indisponível
Delineador líquido,Roupas,38.17,Filial 3,83,Indisponível
Pó compacto,Eletrodomésticos,51.62,Filial 8,8,Indisponível
Batom matte,Eletrônicos,55.29,Filial 5,8,Indisponível
Máscara de cílios,Eletrodomésticos,70.51,Filial 2,100,Indisponível
Batom líquido,Eletrônicos,91.7,Filial 8,41,Indisponível
Delineador líquido,Alimentos,84.86,Filial 10,12,Indisponível
Lápis de sobrancelha,Alimentos,45.5,Filial 3,29,Indisponível
Lápis de sobrancelha,Eletrônicos,29.63,Filial 2,66,Indisponível
Blush em pó,Roupas,48.53,Filial 2,91,Indisponível
Máscara de cílios,Eletrodomésticos,30.66,Filial 7,72,Indisponível
Sombra de olhos,Alimentos,47.97,Filial 2,57,Indisponível
Pó compacto,Eletrônicos,82.1,Filial 7,24,Indisponível
Batom líquido,Eletrônicos,45.59,Filial 4,92,Indisponível
Lápis de sobrancelha,Alimentos,97.78,Filial 6,9,Indisponível
Blush em pó,Eletrodomésticos,25.38,Filial 7,42,Indisponível
Batom líquido,Alimentos,61.49,Filial 4,18,Indisponível
Sombra de olhos,Eletrodomésticos,47.31,Filial 10,84,Indisponível
Corretivo,Eletrônicos,93.91,Filial 7,26,Indisponível
Pó compacto,Eletrodomésticos,7.79,Filial 2,68,Indisponível
Máscara de cílios,Alimentos,54.57,Filial 6,6,Indisponível
Batom matte,Eletrônicos,48.55,Filial 7,9,Indisponível
Batom líquido,Eletrônicos,5.57,Filial 4,94,Indisponível
Sombra de olhos,Roupas,6.33,Filial 9,53,Indisponível
Corretivo,Roupas,5.69,Filial 7,98,Indisponível
Máscara de cílios,Alimentos,21.86,Filial 5,4,Indisponível
Lápis de sobrancelha,Alimentos,6.28,Filial 1,64,Indisponível
Batom líquido,Alimentos,55.14,Filial 8,60,Indisponível
Blush em pó,Eletrônicos,10.48,Filial 4,77,Indisponível
Pó compacto,Eletrodomésticos,48.27,Filial 2,62,Indisponível
Blush em pó,Alimentos,31.39,Filial 5,11,Indisponível
Pó compacto,Roupas,94.63,Filial 3,21,Indisponível
Lápis de sobrancelha,Eletrodomésticos,36.16,Filial 7,36,Indisponível
Batom líquido,Eletrônicos,88.47,Filial 1,32,Indisponível
Base líquida,Alimentos,6.78,Filial 6,17,Indisponível
Blush em pó,Eletrodomésticos,88.93,Filial 8,42,Indisponível
Base líquida,Alimentos,32.26,Filial 8,82,Indisponível
Pó compacto,Eletrônicos,35.34,Filial 5,55,Indisponível
Blush em pó,Roupas,47.47,Filial 9,39,Indisponível
Blush em pó,Eletrônicos,41.06,Filial 6,72,Indisponível
Delineador líquido,Alimentos,17.61,Filial 10,22,Indisponível
Pó compacto,Eletrônicos,91.45,Filial 4,86,Indisponível
Sombra de olhos,Eletrônicos,12.99,Filial 9,94,Indisponível
Base líquida,Roupas,69.22,Filial 7,70,Indisponível
Delineador líquido,Eletrônicos,54.71,Filial 1,20,Indisponível
Máscara de cílios,Eletrodomésticos,59.27,Filial 2,72,Indisponível
Delineador líquido,Alimentos,69.28,Filial 10,58,Indisponível
Máscara de cílios,Eletrodomésticos,39.2,Filial 5,66,Indisponível
Batom líquido,Roupas,44.7,Filial 6,81,Indisponível
Base líquida,Eletrodomésticos,20.2,Filial 4,58,Indisponível
Máscara de cílios,Eletrônicos,13.9,Filial 1,18,Indisponível
Blush em pó,Eletrônicos,72.86,Filial 3,66,Indisponível
Batom líquido,Eletrônicos,48.96,Filial 4,31,Indisponível
Batom líquido,Eletrônicos,16.68,Filial 3,66,Indisponível
Batom matte,Roupas,51.34,Filial 1,96,Indisponível
Sombra de olhos,Eletrônicos,7.49,Filial 7,41,Indisponível
Pó compacto,Eletrodomésticos,42.18,Filial 5,63,Indisponível
Lápis de sobrancelha,Alimentos,29.13,Filial 5,63,Indisponível
Delineador líquido,Eletrônicos,95.78,Filial 1,5,Indisponível
Batom matte,Eletrônicos,64.39,Filial 6,5,Indisponível
Blush em pó,Eletrônicos,18.68,Filial 1,70,Indisponível
Pó compacto,Roupas,58.98,Filial 2,66,Indisponível
Sombra de olhos,Alimentos,54.18,Filial 5,55,Indisponível
Delineador líquido,Roupas,76.28,Filial 5,68,Indisponível
Blush em pó,Eletrodomésticos,71.76,Filial 8,54,Indisponível
Sombra de olhos,Eletrônicos,71.34,Filial 5,94,Indisponível
Corretivo,Eletrodomésticos,9.37,Filial 3,79,Indisponível
Lápis de sobrancelha,Eletrodomésticos,26.14,Filial 2,34,Indisponível
Blush em pó,Eletrônicos,50.71,Filial 10,24,Indisponível
Lápis de sobrancelha,Eletrodomésticos,92.89,Filial 9,85,Indisponível
Sombra de olhos,Eletrônicos,6.17,Filial 1,31,Indisponível
Batom líquido,Alimentos,36.17,Filial 9,83,Indisponível
Máscara de cílios,Eletrodomésticos,26.5,Filial 3,41,Indisponível
Corretivo,Alimentos,28.47,Filial 5,74,Indisponível
Corretivo,Roupas,97.14,Filial 9,45,Indisponível
Delineador líquido,Roupas,74.64,Filial 5,74,Indisponível
Corretivo,Eletrodomésticos,76.1,Filial 10,22,Indisponível
Base líquida,Eletrônicos,13.91,Filial 6,26,Indisponível
Pó compacto,Eletrônicos,28.38,Filial 10,76,Indisponível
Blush em pó,Eletrodomésticos,84.97,Filial 5,9,Indisponível
Delineador líquido,Roupas,28.06,Filial 10,46,Indisponível
Máscara de cílios,Eletrodomésticos,82.73,Filial 4,82,Indisponível
Blush em pó,Eletrônicos,30.62,Filial 9,48,Indisponível
Máscara de cílios,Roupas,96.83,Filial 7,4,Indisponível
Batom matte,Roupas,25.44,Filial 3,57,Indisponível
Sombra de olhos,Alimentos,13.9,Filial 4,95,Indisponível
Sombra de olhos,Roupas,75.2,Filial 3,73,Indisponível
Delineador líquido,Roupas,73.91,Filial 5,83,Indisponível
Batom matte,Roupas,90.77,Filial 6,70,Indisponível
Blush em pó,Eletrônicos,78.41,Filial 2,34,Indisponível
Batom matte,Eletrônicos,96.68,Filial 3,51,Indisponível
Sombra de olhos,Alimentos,93.44,Filial 1,23,Indisponível
Máscara de cílios,Eletrodomésticos,55.11,Filial 8,20,Indisponível
Máscara de cílios,Eletrônicos,86.45,Filial 6,28,Indisponível
Delineador líquido,Roupas,75.96,Filial 10,26,Indisponível
Delineador líquido,Eletrodomésticos,22.55,Filial 4,44,Indisponível
Blush em pó,Roupas,81.8,Filial 7,1,Indisponível
Sombra de olhos,Alimentos,16.86,Filial 2,29,Indisponível
Máscara de cílios,Roupas,40.61,Filial 1,3,Indisponível
Base líquida,Eletrodomésticos,32.58,Filial 6,60,Indisponível
Pó compacto,Alimentos,56.54,Filial 5,75,Indisponível
Blush em pó,Alimentos,3.79,Filial 8,96,Indisponível
Blush em pó,Roupas,82.77,Filial 3,39,Indisponível
Máscara de cílios,Eletrodomésticos,38.17,Filial 3,11,Indisponível
Base líquida,Eletrodomésticos,41.7,Filial 3,83,Indisponível
Sombra de olhos,Eletrônicos,26.45,Filial 1,98,Indisponível
Lápis de sobrancelha,Eletrônicos,25.54,Filial 6,38,Indisponível
Pó compacto,Roupas,6.37,Filial 8,93,Indisponível
Batom matte,Eletrodomésticos,23.32,Filial 10,73,Indisponível
Batom matte,Eletrônicos,39.23,Filial 5,76,Indisponível
Lápis de sobrancelha,Alimentos,42.01,Filial 10,69,Indisponível
Máscara de cílios,Roupas,58.12,Filial 2,97,Indisponível
